comment,date,score,user,title
정우야~ 보고싶다...오늘이 내 생일인데....,2013-02-08,10.0,준준,65653
정우야... 한정우....,2013-02-07,10.0,지愛,65653
한형사~박유천님 보고싶어요 ㅠㅠ,2013-02-07,10.0,cjdskaa,65653
한형사님 보고싶어요...,2013-02-07,10.0,딸기공주,65653
한형사님 보고싶어요ㅠ,2013-02-06,10.0,지愛,65653
유천군 보고싶다,2013-02-06,10.0,딸기공주,65653
박유천 염기훈 닮은거 같아요 +_+,2013-02-05,9.0,Pringles--,65653
보고싶다. 보고싶다. 보고싶다. 보고싶다. 보고싶다~~!!!,2013-02-05,10.0,지愛,65653
보고싶다...,2013-02-05,10.0,딸기공주,65653
진짜 왜일케 보고싶은거야....박유천 ㅠ,2013-02-05,10.0,dlqcn,65653
한정우 보고싶다...ㅋ,2013-02-04,10.0,딸기공주,65653
오늘 저녁에 정우 보나......ㅠㅠ,2013-02-04,10.0,지愛,65653
하루에도 열두번씩 보고싶다 박유천~,2013-02-04,10.0,준준,65653
한정우 박유천~~보고싶다..,2013-02-03,10.0,tmzk7,65653
보고싶다 박유천 한정우~,2013-02-03,10.0,준준,65653
엉엉 해리오빠 불쌍해요ㅠㅠ우리우리 오빠 승호오빠 사랑해요,2013-02-03,10.0,레몬소다,65653
아쉽지고  원하는 엔딩은 아니지만 그래도 남는것은 유승호만 남았네....유승호때문에 끝까지 봤음~,2013-02-03,10.0,유현서,65653
보고싶다..보고 또보고 또 보고..그래도 또 보고싶다 ㅠㅠㅠ,2013-02-02,10.0,붉은홍차,65653
수연아~~~~은혜씨~~~~보고싶다ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ울힐링이들~~~ 무지무지 보고싶다ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2013-02-02,10.0,Ever Green,65653
한형사 보고싶다,2013-02-02,10.0,딸기공주,65653
보고싶다   정말재미있었는데........시청률이 뭐임 끝나니까 허전해,2013-02-02,10.0,지연,65653
박유천...보고싶다~,2013-02-02,10.0,진유2,65653
한형사님 진짜 겁나마니 보고싶어여,2013-02-01,10.0,cjdskaa,65653
한형사님 보고싶어요.,2013-02-01,10.0,지愛,65653
박유천 자꾸 니가 생각나...,2013-02-01,10.0,딸기공주,65653
한정우..........보고싶다................,2013-02-01,10.0,준준,65653
보고싶다 한정우....,2013-01-31,10.0,지愛,65653
벌써 끝난거야? ㅠㅠ 아 마지막회 잼썼징~! 박유천 너 내꺼인거 알지? ㅋㅋ 성격 좋음 ㅋㅋ 그동안 수고하셨습니다~! ㅎㅎㅎㅎ 그네 유승호 마지막까지 악역 ㅡㅡ 너 짜증난다 이수연 그만 괴롭혀 박유천이랑 박유천 건들이기만 해바 내꺼거든? 이수연 박유천 내꺼야~~!!,2013-01-31,10.0,ysy0904,65653
한정우 보고싶다...,2013-01-31,10.0,딸기공주,65653
강남서라는 곳에 가면 미친토끼 한형사가 있을 것 같다 ㅠㅠ 유천씨 오늘 따라 딥따 보고 싶다ㅠㅠ,2013-01-30,10.0,스욘,65653
"박유천씨가 연기한 한정우 형사 캐릭터때문에 힘들게 끝가지 본 드라마. 이 시대에 필요한 진정한 인물, 한정우를 응원하며....",2013-01-30,9.0,dreamer,65653
한정우만 남은 보고싶다지만 한정우만으로 볼 만한 드라마.,2013-01-30,8.0,네안의빛,65653
정우야...보고싶다...,2013-01-30,10.0,딸기공주,65653
정우야... 한정우...... 보고싶다.,2013-01-30,10.0,지愛,65653
한형사님 보고싶어요,2013-01-29,10.0,땅,65653
박유천...기다리고 있을께...,2013-01-29,10.0,딸기공주,65653
한형사님 보고싶다...ㅠㅠ,2013-01-28,10.0,딸기공주,65653
한형사님 잘 지내고 있는지.....,2013-01-28,10.0,지愛,65653
한형사님 보고싶어요.....ㅠ,2013-01-27,10.0,지愛,65653
박유천 정말 보고싶다 ㅠㅠ,2013-01-27,10.0,dhsf11,65653
"개가치 14,15,회를 보고느낀점은 옛날에 미국에서 3시간짜리 영화에서 주인공이 계속 잠만자다가 마지막에 일어나는것이 끝이었다는것과 비슷한느낌엔 작가가 시청자를 개소스로 보고 속였다는생각밖에 안든다. 늘어진스토리는 정말 주걱으로 작가에 입에다 탁....",2013-01-27,0.0,무영초,65653
케미는 얼어뒤질 ㅋㅋㅋㅋㅋ,2013-01-26,0.0,망했어요,65653
프롤로그장면이라도 그대로 가지..왜 해피엔딩으로 했을까!!~배우도 새드를 원하는것 같든데 여러모로 아쉽지만 배우님들의 열연이 빛났던 작품입니다..,2013-01-26,10.0,별사탕,65653
드라마가 끝나고도 이렇게 유천정우가 보고 싶어질 줄 몰랐던 내가 바보다 ㅠ ㅠ,2013-01-26,10.0,스욘,65653
보고싶다는 배우들의 열연이 만들어낸 최고의 작품,2013-01-26,10.0,지愛,65653
정우 보고싶다...,2013-01-26,10.0,딸기공주,65653
박유천 보고싶다,2013-01-25,10.0,딸기공주,65653
한 정우...보고싶다~,2013-01-25,10.0,진유2,65653
"배우들이 살린 드라마!! 정우,수연이 보고싶다......ㅠ",2013-01-25,10.0,지愛,65653
스토리가 강을 건너고 산으로 갔,2013-01-25,5.0,ㅎ,65653
스토리가 병맛,2013-01-25,0.0,ㅇㅇㅇ,65653
아역들 연기에 여운이 남아 꾸역꾸역 보긴 했는데 남은 건... 아~ 왁스 노래 참 조으다~~ 이것뿐...;;;,2013-01-24,5.0,HARRY,65653
솔직히 막판이 좀... 그랫지만 그게 배우들 탓인가요?배우들이 드라마 쓴것도 아닌데,2013-01-24,9.0,김민서,65653
유승호의 재발견..연기가 정말 짱!!!,2013-01-24,9.0,닝기미,65653
팬들만 보는드라마,2013-01-24,0.0,날아라,65653
재미없었음,2013-01-24,0.0,하늘,65653
유천아...니가 자꾸 생각나...,2013-01-24,10.0,딸기공주,65653
정우야 한정우~~~ 오늘 뭐하고 지냈어?? ㅠ,2013-01-24,10.0,지愛,65653
어휴......,2013-01-23,0.0,망했어요,65653
한형사니뮤ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2013-01-23,10.0,지愛,65653
정우가 아직도 보고싶다.,2013-01-23,10.0,chuchu,65653
노잼,2013-01-23,0.0,haru,65653
박유천  연기갑입니다   박유천  최고배우입니다   한정우  너무보고싶다,2013-01-24,10.0,fhwmakfl,65653
스토리 산 으로 간 드라마,2013-01-24,0.0,태양,65653
박유천씨 너무 보고싶어요 ㅠㅠ 정말임니다 ㅠ,2013-01-24,10.0,dndowhg,65653
정우를 떠나 보내기 아쉬워서 정우랑 수연이 위주의 멜로 편집본 보니까 위로가 되고 정말 좋아요  본방 볼때 짜증났던 복수신 안봐도 되고  스트레스도 없고,2013-01-23,10.0,초설,65653
승호오빠 사랑해요♥♥♥♥,2013-01-23,10.0,레몬소다,65653
보고싶다 안보면 사람아니다!!!,2013-01-23,10.0,새콤_달콤,65653
유천아..니가 너무 보고싶다...ㅠㅠ,2013-01-23,10.0,딸기공주,65653
한정우... 보고싶다.,2013-01-23,10.0,여름,65653
망작에 팬들만 보는 드라마,2013-01-23,0.0,태양,65653
별로 네,2013-01-23,0.0,ㅇ,65653
계속 보게된다 그동안의 슬픔이 기쁨으로 변했으니 내 얼굴에 미소가 뜬다..박유천의 다음 작품은 너무 자극젹 이슈가 없는 로맨스물이었으면..평가가 호불호이니.....걔중에는 반대를위한 반대하는 자도 있고..아무튼 성스이후로 박유천의 매력에 빠져든 나로서는 후회없이 본 좋은 작품이라고 생각됨..수고 또 수고!,2013-01-23,10.0,hyeeunpark,65653
복수나오곤 뭔 내용인지 기억도 안나고 정우만 생각난다..,2013-01-22,10.0,요술천사,65653
한정우 너무 멋있어요~!~!,2013-01-22,10.0,성주,65653
박유천 보고싶다~,2013-01-22,10.0,dhsf11,65653
오늘따라 한정우가 너무 보고싶다....,2013-01-22,10.0,shelter_yj,65653
박유천 보고싶다보고싶다~,2013-01-22,10.0,준준,65653
박유천 보고싶다...,2013-01-22,10.0,딸기공주,65653
아직도  보고싶다...박유천~,2013-01-22,10.0,진유2,65653
팬빨로 살은 드라마 다시 볼가치도 없다,2013-01-22,0.0,망했어요,65653
정우야.... 한정우..... 보고싶다.,2013-01-22,10.0,지愛,65653
"문희정 작가님 보고싶다를 해피엔딩으로 해주셔서 진심으로 감사드립니다.정우가 총에 맞았을때죽는줄알았어요ㅠ다행이 죽지않고 수연이와 같이 결혼을 해서 너무너무 다행입니다.그리고 윤은혜언니,박유천오빠,유승호오빠,장미인애언니,소현이,진구오빠,도규 너무너무 수고하셨구요정말 마지막회처럼 그렇게 만났으면.",2013-01-22,10.0,Cute cat,65653
